"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N597NN",2016,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N598NN",2016,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N600LR",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N600NN",2016,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N601AW",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N601EN",2019,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N601LR",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N601NK",2010,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N601XJ",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N602LR",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N602NK",2010,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N602NN",2019,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N602XJ",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N603NK",2010,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N603NN",2019,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N603UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N604LR",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N604NK",NA,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N604UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N605LR",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N605NK",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N605NN",2019,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N606LR",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N606NK",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N606NN",2019,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N607AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N607LR",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N607NK",2011,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N607UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N608AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N608NK",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N608UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N609NK",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N609NN",2019,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N609UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N610NN",2019,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N610UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N611NK",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N611UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N612NK",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N612NN",2019,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N613NK",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N613NN",2020,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N614NK",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N615NK",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N616NK",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N617NK",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N617UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N618NK",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N618UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N619NK",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N620NK",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N621NK",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N622NK",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N622UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N623NK",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N623UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N624NK",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N625NK",NA,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N625UX",2019,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N626NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N627NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N628NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N629NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N630NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N631NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N631RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N632NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N632RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N633NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N633RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N634NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N634RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N635NK",2014,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N636NK",2015,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N636RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N637JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N637NK",2015,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N637RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N638NK",2015,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N638RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N639NK",2015,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N639RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N640NK",2015,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N640RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N641NK",2015,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N642NK",2015,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N642RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N643NK",2015,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N644NK",2016,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N644RW",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N645NK",2016,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N646NK",2016,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N646RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N647NK",2017,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N647RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N648NK",2017,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N648RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N649NK",2017,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N649RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N650AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N650NK",2017,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N651NK",2017,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N651RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N652AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N652NK",2017,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N652RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N653AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N653NK",2018,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N653RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N654AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N654NK",2018,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N655AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N655NK",2018,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N655RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N656AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N656NK",2018,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N656RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N657AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N657NK",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N657RW",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N658AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N658DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N658NK",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N659AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N659DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N659NK",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N660AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N660DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N660NK",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N661AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N661NK",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N663AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N663NK",2016,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N664AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N664NK",2016,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N665AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N665DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N665NK",2016,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N667AW",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N667DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N667NK",2016,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N668AW",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N668DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N668NK",2016,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N669AW",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N669DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N669NK",2016,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N6702",1999,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6704Z",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6705Y",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6706Q",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6707A",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6708D",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6709",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N670DN",1992,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N670NK",2016,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N6710E",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6711M",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6712B",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6713Y",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6714Q",2000,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6715C",2001,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N6716C",2001,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N67171",2001,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N671DN",1992,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N671NK",2016,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N672DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N672NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N673AW",NA,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N673DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N674DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N674NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N675DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N675NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N676DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N676NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N677NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N678CA",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N678NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N679AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N679DA",1992,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N679NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N680NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N681NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N682DA",1993,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N682NK",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N683DA",1993,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N684DA",1993,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N684NK",2018,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N685BR",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N685DA",1995,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N685NK",2018,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N686BR",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N686DA",1995,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N686NK",2018,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N687DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N687NK",2018,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N688DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N690DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N690NK",2018,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N691CA",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N691NK",2018,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N692DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N692NK",2018,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N693DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N693NK",2018,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N694DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N694NK",2018,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N695CA",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N695DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N695NK",2019,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N696DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N696NK",2019,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N697DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N697NK",2010,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N69824",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N698DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N698NK",2010,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N699DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,0,"Turbo-fan"
"N70020",2014,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N701FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N702FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N702UW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N703PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N704FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N704US",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N705FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N705PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N708PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N708UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N709FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N709PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N709SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N710UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N711HK",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N711UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N712FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N712SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N712US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N713UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N714CB",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N714US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N715FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N716FR",2017,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N716SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N716UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N717JL",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N717SA",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N718SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N719FR",2017,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N720PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N720WN",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N721FR",2017,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N721TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,0,"Turbo-fan"
"N721UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N721YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N722FR",2018,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N722US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N722YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N723FR",2018,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N723UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N723YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N724SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N724UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N724YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N725SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N725UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N725YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N726YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N727SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
