"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N3761R",2001,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N3763D",2001,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N3764D",2001,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N3766",2001,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N3767",2001,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N3768",2002,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N3769L",2002,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N376DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N376DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N376FR",2020,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N3771K",2002,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N3772H",2010,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N3773D",2010,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N377DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N377DE",2014,"Fixed wing multi engine","BOEING","737-8EH",2,189,0,"Turbo-fan"
"N377DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N377FR",2021,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N377NW",2003,"Fixed wing multi engine","AIRBUS","A320-211",2,182,0,"Turbo-fan"
"N378DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N378DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N378FR",2021,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N378NW",2003,"Fixed wing multi engine","AIRBUS","A320-211",2,182,0,"Turbo-fan"
"N379DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N379DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N379FR",2021,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N380DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N380DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N380FR",2021,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N381DN",1999,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N381DZ",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N381FR",2021,"Fixed wing multi engine","AIRBUS","A320-251N",2,190,0,"Turbo-jet"
"N38257",2000,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N382DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N382DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N383DN",1999,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N383DZ",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N384DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N385DN",1999,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N385DZ",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N386DN",2019,"Fixed wing multi engine","AIRBUS SAS","A321-211",2,222,0,"Turbo-fan"
"N38727",1999,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N387DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N388DN",2019,"Fixed wing multi engine","AIRBUS SAS","A321-211",2,222,0,"Turbo-fan"
"N389DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N389DN",NA,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N390DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N390DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N391DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N392DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N392DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N393DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N393DN",2019,"Fixed wing multi engine","AIRBUS SAS","A321-211",2,222,0,"Turbo-fan"
"N39423",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N394DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N394DX",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N395DN",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N395DZ",2019,"Fixed wing multi engine","AIRBUS SAS","A321-211",2,222,0,"Turbo-fan"
"N396DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N396DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N39728",1999,"Fixed wing multi engine","BOEING","737-724",2,149,0,"Turbo-fan"
"N397DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N397DN",2019,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N398DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N398DN",2020,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N399DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,0,"Turbo-fan"
"N4005X",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N400WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N401DZ",2019,"Fixed wing multi engine","AIRBUS","A330-941",2,442,0,"Turbo-fan"
"N401WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N401YX",2013,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N402UA",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N402YX",2013,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N4032T",2015,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N403DX",2019,"Fixed wing multi engine","AIRBUS","A330-941",2,442,0,"Turbo-fan"
"N403UA",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N403WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N403YX",2013,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N404WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N404YX",2013,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N405UA",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N405WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N405YX",2013,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N406DX",NA,"Fixed wing multi engine","AIRBUS","A330-941",2,442,0,"Turbo-fan"
"N406UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N406WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N406YX",2013,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N407AN",2019,"Fixed wing multi engine","AIRBUS","A321-253NX",2,222,0,"Turbo-fan"
"N407UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N407WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N407YX",2013,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N408AS",2012,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N408UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N408WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N408YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N409AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N409WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N409YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N410UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N410WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N410YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N411UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N411WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N411YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N412UW",2019,"Fixed wing multi engine","AIRBUS","A321-253NX",2,222,0,"Turbo-fan"
"N412WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N412YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N413UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N413WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N413YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N414YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N415UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N415WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N415YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N416UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N416WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N416YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N417WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N417YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N418UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N418YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N419UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N419WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N419YX",2013,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N420UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N420WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N420YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N421LV",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N421UA",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N421YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N422WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N422YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N423AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N423WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N423YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N424UA",1995,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N424WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N424YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N425LV",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N425UA",1995,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N425YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N426WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N426YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N427UA",1995,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N427WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N427YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N428AS",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N428UA",1995,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N428WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N428YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N429UA",1995,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N429WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N429YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N430WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N430YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N431WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N431YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N432WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N432YX",NA,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N433YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N434AS",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N434WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N434YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N435AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N435WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N435YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N436WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N436YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N437WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N438WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N438YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N439WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N439YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N440LV",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N440YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N441YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N442WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N442YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N443UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N443WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N443YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N444UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N444WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N444YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N445WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N445YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N446UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N446WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N446YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N447UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N447WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N447YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N448AS",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N448WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N449WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N450WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N451UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N451WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N452UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N452WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N453UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N454WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N455WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N456WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N457WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N458WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N459WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N460WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N461WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N462WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N463UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N463WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N464UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N464WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N465UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N465WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N466WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N467UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N467WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N468UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N468WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N469UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N469WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N470WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N471UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N472UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N472WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N473WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N474AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N474WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N475WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N476WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N477AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N477WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N478WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N479WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N480WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N481AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N481WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N482WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N483WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N484WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N485WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N486WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N487WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N488WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N4901U",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N490WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N491AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N492WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N493AS",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N493WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N494UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N494WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N495WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N496WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N497WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N498WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N499WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,0,"Turbo-fan"
"N5007E",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N500AE",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N500WR",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,0,"Turbo-fan"
"N502DN",2017,"Fixed wing multi engine","AIRBUS","A350-941",2,442,0,"Turbo-fan"
"N502NK",2005,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N503AE",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N503NK",NA,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N504DN",2017,"Fixed wing multi engine","AIRBUS","A350-941",2,442,0,"Turbo-fan"
"N505DN",2017,"Fixed wing multi engine","AIRBUS","A350-941",2,442,0,"Turbo-fan"
"N506AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,0,"Turbo-fan"
"N507AY",2008,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N508AE",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N508AY",2008,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N508DN",2018,"Fixed wing multi engine","AIRBUS","A350-941",2,442,0,"Turbo-fan"
